artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Pomplamoose,Hot Tub,spotify:track:0Op6InA7fOHW1RDoTYtYEk,85182,0.749,0.646,4,-6.423,0,0.0468,0.453,0.000125,0.0873,0.517,127.975,269250,4
NEIL FRANCES,On the Lookout,spotify:track:4MDgmDaVN9UPyZ41Cxb3NV,229560,0.794,0.656,4,-7.452,0,0.0506,0.201,0.367,0.0886,0.577,104.998,229561,4
Greta Van Fleet,Black Smoke Rising - Recorded At Spotify Studios NYC,spotify:track:5QEk6P5XCg98fWAKnVKcS2,297786,0.702,0.487,7,-8.999,1,0.0252,0.101,0.569,0.113,0.657,95.949,297787,4
Dinner Time Jazz,Tantalizingly Tastebuds,spotify:track:7M98SBHntyy0pbCW2ADtjt,104712,0.68,0.061,0,-29.748,1,0.0471,0.755,0.949,0.115,0.591,165.017,104712,4
Little River Band,Happy Anniversary - Remastered 2022,spotify:track:4mVh33lrw152kDQKOC7L3l,10,0.76,0.695,2,-6.942,1,0.0514,0.367,9.8e-06,0.0568,0.93,128.878,242906,4
Academy of St. Martin in the Fields,Ask Your Saint Who He's Killed,spotify:track:30OtZ2yLOYcaZghxtwtvAP,69933,0.0866,0.0646,11,-26.772,0,0.0478,0.978,0.89,0.0797,0.0341,171.161,69933,5
Shakey Graves,A World So Full of Love,spotify:track:77OBKDqQD0tvocHP5AXDDV,354473,0.744,0.391,0,-8.374,1,0.0266,0.769,0.000762,0.109,0.533,104.874,171958,4
Drake,Big Rings,spotify:track:7jslhIiELQkgW9IHeYNOWE,1316129,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984,217707,4
Taylor Swift,Lavender Haze,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,1697486,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
Capella Istropolitana,"Wachet Auf, Cantata Bwv 140 No. 1",spotify:track:6oQLtTQ2L5JduX8N1QArSd,2091363,0.468,0.21,3,-19.878,1,0.0427,0.978,0.796,0.252,0.479,108.096,347000,3
Pomplamoose,Mister Sandman,spotify:track:4YS5Ueaz0mKGxHPq2iDwk2,11860860,0.854,0.417,9,-11.64,1,0.0353,0.807,0.0,0.1,0.847,119.962,135250,4
Raury,Cherry Blossom,spotify:track:0bonUwkDjTgQ8URsgCcHhH,198024,0.805,0.176,7,-20.783,1,0.0617,0.102,5.43e-06,0.2,0.699,124.013,198024,4
Years & Years,Sweet Talker,spotify:track:6FRxFke9VsjXmibGgSeKki,176930,0.429,0.905,10,-2.93,1,0.0512,0.228,0.0,0.0714,0.659,121.025,176930,4
Franz von Suppé,Poet and Peasant: Overture,spotify:track:5K4Y4L6xffI9Zd4EbTxiiu,3230431,0.242,0.195,2,-12.99,1,0.0454,0.888,0.619,0.108,0.239,81.952,564291,4
Fantastic Negrito,Chocolate Samurai,spotify:track:0Tnt1pxkoNdX1ZWkRTW8f6,2452479,0.739,0.669,5,-8.79,1,0.0386,0.0274,0.00464,0.123,0.547,128.26,295839,4
Famous Exchange,Emocean,spotify:track:0i5QmFv8J5butPpXh0OEma,98580,0.57,0.757,11,-4.676,0,0.0322,0.00304,7.2e-05,0.108,0.29,82.034,260833,4
Foo Fighters,Best of You,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,772529,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627,4
Jim Croce,I Got a Name - Stereo Version,spotify:track:38llcrfX1arUqrEe0DRRzW,205527,0.553,0.652,4,-11.625,1,0.0403,0.81,1.71e-05,0.115,0.66,86.988,194493,4
Alter Bridge,Wouldn't You Rather,spotify:track:2BJrrLbxGDM26fTpWqBMKU,494406,0.458,0.959,5,-5.32,1,0.0882,3.62e-06,0.863,0.105,0.217,107.983,229940,4
Joy Crookes,Early,spotify:track:6AcFiVsHvDtat3rmHNK2Nf,193934,0.785,0.435,0,-9.115,1,0.147,0.223,0.00232,0.124,0.633,138.934,193934,4
Gene Evaro Jr.,Be Happy,spotify:track:0AkiRuZdQksQGlKCfs5JxH,296454,0.779,0.731,10,-8.935,0,0.0664,0.334,0.0114,0.0643,0.516,110.028,296455,4
Softest Hard,La Luz,spotify:track:49SDbPxXIowntSFzL429SZ,228371,0.58,0.685,11,-6.806,0,0.0371,0.00696,1.81e-05,0.0466,0.323,159.941,228372,4
Foreigner,When the Night Comes Down,spotify:track:5Sbd0XzDi1TuIfzvi4qKSF,0,0.61,0.633,11,-9.071,1,0.0283,0.174,0.000103,0.092,0.242,106.197,285093,4
Thad Jones,Us - Remixed & Remastered 1994,spotify:track:0Oipytskw32e2d0NzW2wnc,214440,0.593,0.534,3,-9.15,1,0.088,0.602,0.742,0.278,0.38,107.401,214440,4
Steve Travis,Billy O' Shea,spotify:track:4i0mJeNv0WVkHghcFQGBkN,12027,0.805,0.69,2,-6.969,1,0.0394,0.0116,0.0,0.616,0.697,120.017,109500,4
Steve Lacy,Playground,spotify:track:6v23dkIy9AHxk8MAcOHBLu,281201,0.482,0.788,7,-6.307,1,0.0432,0.115,0.00374,0.344,0.85,191.772,213798,4
James Mantis,MISSION,spotify:track:60kcAoD8YhSI3h33EzHbIG,580,0.674,0.801,4,-5.389,0,0.069,0.218,2.37e-05,0.17,0.305,96.015,163947,4
The Copper Children,Don't Be So Shy,spotify:track:4MvziBfrc0V41YiDen9Pp5,249833,0.654,0.654,7,-7.131,1,0.0881,0.6,0.0,0.525,0.377,124.06,249839,4
Dance Gavin Dance,Pop Off!,spotify:track:4PRYkxqoD1wiyIVmwegAjg,7151,0.588,0.929,7,-3.555,1,0.0637,0.0248,0.0,0.0447,0.874,138.95,188823,4
Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",spotify:track:7rfiXyFb5M9BqdkvKvVEiB,1851367,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,4
Khalid,Eleven,spotify:track:18O00Y7yrkJ0pRXm1n21Og,385920,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4
Lostboycrow,Candy Wine,spotify:track:7ukG9eYpfJjLMaoAMKJsbn,183000,0.747,0.809,1,-4.764,1,0.0407,0.119,3.64e-06,0.14,0.92,121.995,183000,4
The Score,Enemies,spotify:track:3LBLmC8gqvt1l43kdpx43w,484776,0.555,0.832,4,-5.96,0,0.0323,0.00967,2.94e-05,0.132,0.3,155.061,161592,4
Gucci Mane,Back on Road,spotify:track:39liuGHPxn2sAyvO6DINor,713538,0.833,0.673,1,-6.981,0,0.315,0.329,0.0,0.136,0.753,148.019,149080,4
Baby Keem,Extra,spotify:track:5Jshttha8WWo0y3KHs9UYZ,97621,0.887,0.473,1,-7.942,1,0.489,0.000968,1.1e-05,0.123,0.251,149.079,97621,4
Kendrick Lamar,good kid,spotify:track:5vuJuBqwzHJgCA1ysRfwxZ,3797,0.451,0.831,5,-8.641,0,0.307,0.0623,0.0,0.185,0.41,176.162,214120,4
Demi Lovato,Confident,spotify:track:3DXXKDbbZKyAZfNb96ST3q,868312,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4
Avenged Sevenfold,St. James,spotify:track:2n8rY6H6u2AnUe6Fi8M6P6,389033,0.511,0.948,5,-7.613,1,0.0869,0.000413,0.00013,0.318,0.243,90.004,302400,4
Yin Yin,Pingpxng,spotify:track:5uaHxu2wJ4YRk37bHWtbTX,159953,0.399,0.696,4,-9.98,0,0.0297,0.00141,0.871,0.339,0.792,126.835,159444,4
Stereolab,Pack Yr Romantic Mind,spotify:track:79vjmzHz7zmXOBzy1w4Zin,306491,0.538,0.482,7,-11.4,1,0.026,0.0962,0.756,0.126,0.706,133.527,306491,4
MisterWives,Stepped On A Bee,spotify:track:4oHHeXVDV8lcZNfMYpGP59,227405,0.513,0.506,4,-5.874,1,0.0338,0.285,0.0,0.188,0.292,136.229,227405,4
Dayglow,Listerine,spotify:track:3X7v1y9g6psZQjZZwtZkm4,215555,0.694,0.583,11,-11.549,1,0.0371,0.17,0.82,0.329,0.897,134.999,215556,4
Philip Lassiter,Babayaga,spotify:track:3TBUp1pGe34pchoFeMLIpo,273986,0.626,0.656,1,-7.728,1,0.0637,0.091,0.00229,0.135,0.361,84.971,273987,4
Christian Lundberg,Three O'Clock To Brindisi,spotify:track:0cg6lZ4LkHhBfZ9GRNYflI,123352,0.427,0.446,1,-14.282,1,0.0614,0.331,0.856,0.082,0.499,140.983,205373,4
Rex Orange County,Television / So Far So Good,spotify:track:27rZYxE4l21wTaovX4WTnI,26304,0.403,0.505,5,-7.75,1,0.0463,0.592,0.0,0.121,0.32,164.902,262600,4
Lynyrd Skynyrd,Sweet Home Alabama,spotify:track:7e89621JPkKaeDSTQ3avtg,70611,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4
Topaz Jones,D. I. A. L.,spotify:track:1FebKR89nhi5r5vmPX5T1n,227664,0.69,0.628,8,-5.359,1,0.201,0.637,0.0,0.632,0.58,159.947,227665,4
Alt Bloom,Call It Home,spotify:track:35fEFFcFdFPgEpTzPAb7uT,266547,0.535,0.569,2,-8.299,0,0.484,0.791,0.000196,0.075,0.604,76.076,164040,4
Maggie Rogers,Dog Years,spotify:track:5RRNZFyOi17nTh2bPEKPtp,277506,0.644,0.561,9,-7.118,1,0.0318,0.234,0.00359,0.104,0.0615,95.014,277507,4
Zara Larsson,Ruin My Life,spotify:track:5tAa8Uaqr4VvA3693mbIhU,197959,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4
Anderson .Paak,Twilight,spotify:track:1ZFg3nGsUSqkwmMPU9qLHk,760936,0.931,0.601,9,-8.901,0,0.0587,0.00129,0.00784,0.1,0.963,120.247,196222,4
push baby,@thebackoftheparty,spotify:track:5AM0DnN4thWzUDmaAokVw1,349177,0.733,0.442,0,-8.167,1,0.483,0.458,0.003,0.695,0.787,187.82,168107,4
Amy Winehouse,Rehab,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,214946,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4
Funk Overload,Cross Me,spotify:track:2248LwCa4pNhOzMgkTbzTG,304084,0.681,0.902,7,-5.5,0,0.232,0.176,0.0,0.0891,0.381,122.922,148520,4
keshi,TOUCH,spotify:track:5cgy5vMqVZbd8hYutp2txu,205346,0.412,0.613,10,-9.803,1,0.125,0.528,1.96e-06,0.104,0.314,89.025,205347,4
Jack Harlow,First Class,spotify:track:0wHFktze2PHC5jDt3B17DC,173947,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4
K CAMP,Lottery (Renegade),spotify:track:4dZTZbmJBCCofAExHwefda,170946,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947,4
The Steeldrivers,Where Rainbows Never Die,spotify:track:2gE58DQyqgsvsK87SWUN62,460543,0.603,0.341,4,-8.892,1,0.0264,0.921,0.00314,0.102,0.365,113.452,229880,4
Major and the Monbacks,Don't Say a Word,spotify:track:7u3mBXWSJBLMrGKTA3DJh6,716967,0.599,0.803,10,-3.465,1,0.0558,0.266,0.0128,0.258,0.542,112.578,236584,3
OneRepublic,Run - From One Night In Malibu,spotify:track:3v5dEeN8mrw8XFq3wnGL1H,170090,0.778,0.626,11,-10.126,0,0.0478,0.449,1.55e-05,0.0848,0.67,117.005,170090,4
Steve Miller Band,Jet Airliner - Remastered 2017,spotify:track:02Y5MRZD7AsElSRxsQtQzw,871598,0.511,0.857,0,-7.54,1,0.0402,0.0818,0.0,0.473,0.722,121.516,215966,4
Los Tucanes De Tijuana,Espejeando,spotify:track:6mEp3WgXcjJw5yjG2C4GuH,183080,0.822,0.699,4,-5.834,1,0.057,0.0375,0.0221,0.278,0.97,140.23,183080,4
Calvin Harris,Summer,spotify:track:6YUTL4dYpB9xZO5qExPf05,572423,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
Cliff Richard & The Shadows,Summer Holiday,spotify:track:054qLeg034PXr1wM3DMstk,915970,0.601,0.467,4,-10.041,1,0.0263,0.716,0.0,0.135,0.66,129.578,129333,4
Greta Van Fleet,Mountain Of The Sun,spotify:track:31tOevM1bUvS2eCNwTlfUw,270760,0.478,0.9,5,-3.16,1,0.0471,0.0376,0.0524,0.101,0.676,90.959,270760,4
Cordae,Kung Fu,spotify:track:3CArFtrkJzWkxgjmX7ki9N,1353865,0.876,0.609,8,-6.019,1,0.111,0.0229,1.17e-05,0.107,0.256,124.984,199680,4
Taylor Swift,Welcome To New York,spotify:track:6qnM0XXPZOINWA778uNqQ9,212600,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.024,212600,4
Erez Zobary,Before I Knew You,spotify:track:46Pa3iCBo2VEpyECtFVIHZ,278500,0.775,0.347,6,-11.259,0,0.137,0.0729,0.0,0.064,0.559,92.984,278500,4
Derek & The Dominos,Layla,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,532208,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4
MYLØ,Sufriendo,spotify:track:7bmdCzMO7PQWwgSB7npXc5,2230180,0.816,0.952,7,-4.972,1,0.105,0.0108,0.44,0.0779,0.282,124.006,164516,4
Midland,If I Lived Here,spotify:track:2jc2BVAr4FPqYowcXoDTlD,688758,0.19,0.907,6,-4.686,1,0.0899,0.00191,1.34e-05,0.199,0.652,203.997,229587,4
John Legend,Tomorrow,spotify:track:2F8UhXCxJveJWAmUVKse5h,407892,0.677,0.836,2,-3.425,0,0.0607,0.135,0.0,0.104,0.442,96.005,203947,4
Big Wild,No Words,spotify:track:2fk60nscnf7sDLcXxjDwUm,431020,0.671,0.592,2,-6.648,1,0.0269,0.0791,0.000405,0.0982,0.388,97.98,215510,4
zzoilo,Mon Amour - Remix,spotify:track:5TMLavqGRKNxgzMBrVpC9R,191080,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,179940,4
John Vincent III,Next to You,spotify:track:3MwHZDGwAR8RjZZBriBqmx,277291,0.443,0.419,7,-7.975,1,0.0321,0.633,0.00183,0.404,0.0719,132.204,256520,4
Chase Ceglie,All I Want Is U,spotify:track:77dqSbFBMRDuBb324jEHRK,119027,0.627,0.509,8,-11.507,0,0.0326,0.0849,0.681,0.123,0.135,99.985,364485,4
Hermitude,OneFourThree - Friend Within Remix,spotify:track:3Nnl1jKwcEBYzaczPFNuSB,293902,0.801,0.925,11,-7.432,1,0.0879,0.00445,0.854,0.0769,0.792,123.998,286524,4
Mura Masa,2gether,spotify:track:4dzBqc5t2GWJKpGqUoTbrU,191074,0.768,0.374,1,-5.552,1,0.0586,0.455,0.000226,0.245,0.229,91.903,191075,4
Mat Kerekes,20**,spotify:track:6xvjqNeQZn9beGWqMhXfOg,676910,0.566,0.714,1,-7.814,0,0.031,0.023,0.302,0.346,0.724,77.489,215811,4
DijahSB,That's Alright!,spotify:track:44y1NRo532vmUxE8jEtWo6,198807,0.822,0.744,1,-8.503,1,0.347,0.0478,0.0,0.281,0.311,109.983,198807,4
Leon Thomas,PLW,spotify:track:6IWCYw5tcnEZfX5HPa8O5Z,4322682,0.549,0.669,1,-6.458,0,0.0319,0.0422,0.0622,0.565,0.375,142.874,234810,4
Apollo Theo,Happy Meal,spotify:track:2XA4OlwOVNnm09yMXUc1nI,192000,0.764,0.855,7,-7.18,1,0.188,0.0398,1.2e-06,0.164,0.556,160.031,192000,4
The Beaches,Blow Up,spotify:track:15QRTlfRG3ml7JcPBrhOv3,194320,0.688,0.935,7,-4.744,1,0.0486,0.00407,0.000766,0.538,0.185,99.994,194320,4
Johnny Cash,One Piece at a Time,spotify:track:1sueD22EyCamMjdQu9Kuo3,235164,0.721,0.539,10,-14.064,1,0.351,0.685,0.0,0.282,0.963,102.648,241813,4
Free Nationals,Shibuya (feat. Syd),spotify:track:6WVSnyKQGzs1fosa2I3FMQ,640985,0.76,0.665,4,-7.021,0,0.0612,0.105,0.399,0.0945,0.808,92.992,136831,4
Rag'n'Bone Man,Anywhere Away from Here - The Shapeshifters Revision Extended,spotify:track:2otKLGiBpQ9dIeJKUxVeUA,2054634,0.711,0.393,11,-8.176,1,0.0353,0.284,0.00311,0.0536,0.628,130.024,292375,4
Pomplamoose,Sleigh Ride,spotify:track:4LmaUliWn7Ispwypi0rGmS,171360,0.541,0.329,0,-9.156,1,0.0326,0.62,1.21e-06,0.139,0.472,92.128,171360,4
Kembe X,Scared,spotify:track:0rGNOVptFv1krYcNQOEMeu,1052708,0.822,0.63,8,-5.642,1,0.117,0.137,7.72e-06,0.157,0.382,138.008,196251,4
Jon Batiste,BOY HOOD,spotify:track:2ov5nYZ5xLLrojFK5yqxmD,1338344,0.56,0.404,6,-12.532,1,0.263,0.7,5.09e-05,0.163,0.562,147.784,266306,4
keshi,ANGOSTURA,spotify:track:38umMmZQdeoOG7Zojor4g3,342038,0.536,0.659,6,-9.732,1,0.0483,0.406,0.004,0.107,0.199,170.035,171020,4
88rising,California (feat. Warren Hue),spotify:track:3Qj2f7BrpJNGj3dbxKpOlp,770578,0.743,0.631,7,-5.815,0,0.0302,0.633,0.0,0.0963,0.428,141.955,230395,4
Taylor Swift,Question...?,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,421112,0.751,0.502,7,-8.777,1,0.162,0.226,0.0,0.297,0.112,108.989,210557,4
Kanye West,Black Skinhead,spotify:track:722tgOgdIbNe3BEyLnejw4,201169,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,188013,4
Dinner Time Jazz,Continued Dinner,spotify:track:6GIEXVXd8dTstxfYHHEUxw,126842,0.644,0.155,5,-29.633,1,0.0312,0.687,0.927,0.0878,0.44,140.009,126842,4
Pomplamoose,Walk Me Home,spotify:track:29KdEIsyUEIYQh3MVrqEbl,193541,0.579,0.465,1,-7.613,1,0.0379,0.198,0.0,0.153,0.39,82.925,193542,3
Mac Miller,Inside Outside,spotify:track:2EFqMCOdTTkcFYHoJH21Jr,692841,0.689,0.746,0,-5.971,1,0.0549,0.0771,0.0,0.291,0.376,113.569,113217,4
Pomplamoose,Welcome to My Planet,spotify:track:5cFgRZch0Nh8VP2GsG0CXS,148885,0.687,0.563,9,-5.139,1,0.0292,0.0957,6.91e-06,0.0772,0.455,116.932,148886,4
Hans Zimmer,Holy War,spotify:track:7eVDCIw2l8u3Fy13xJyfaD,521066,0.167,0.125,7,-20.997,1,0.0351,0.718,0.962,0.0941,0.0285,95.804,260533,4
Chris Stapleton,Feel So Bad - feat. Roosevelt Collier & Steve Fishell,spotify:track:0VpTmkfMZ5gliNubDshOlE,933689,0.508,0.617,8,-9.617,1,0.0772,0.164,0.00332,0.124,0.77,166.213,231360,4
Kanye West,Off The Grid,spotify:track:6LNoArVBBVZzUTUiAX2aKO,524389,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,339250,4
GoldLink,No Lie (feat. Wizkid),spotify:track:224EQMt8CpNPV98j9L4iMJ,833425,0.485,0.488,10,-7.94,0,0.328,0.0267,0.000273,0.0972,0.262,77.036,203853,4
Daniel Caesar,Who Hurt You?,spotify:track:23c9gmiiv7RCu7twft0Mym,11971,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,231964,4
Billy Squier,The Stroke - Remastered,spotify:track:52KvuGmgcgRdrLMXOtda0E,41770,0.67,0.591,7,-6.012,1,0.0646,0.62,0.0,0.373,0.8,91.439,217613,4
Blackfoot,Diablo Loves Guitar,spotify:track:2Uk9huXyPHtYnXq4egCLLP,394430,0.622,0.688,8,-9.82,0,0.0337,0.0236,0.00874,0.0846,0.756,99.057,206067,4
Dreamer Isioma,I Feel Fantastic,spotify:track:4tFnZmBAYl5L7exZhspwYY,407934,0.623,0.56,8,-8.866,1,0.0562,0.103,0.0,0.267,0.581,94.951,135979,4
Still Woozy,Get Down,spotify:track:30YwNPjL8G6O1GaTP5obhV,1231103,0.761,0.553,1,-8.318,0,0.156,0.296,1.74e-05,0.194,0.367,87.487,171653,4
Action Bronson,Zambezi [Feat. Roc Marciano],spotify:track:6PsSbZvdjxCtkjEnSRTR0o,0,0.676,0.546,2,-8.27,1,0.474,0.0628,2.94e-05,0.678,0.734,136.926,169013,4
TREASURE,JIKJIN,spotify:track:2bnJ8IxZnVc2YmUaX0sZap,1464301,0.819,0.55,0,-6.57,1,0.0434,0.0367,0.0,0.0945,0.573,130.077,184118,4
Ruby Yacht,no word for wack,spotify:track:5daaXDld90TT5x5HpbgHsZ,191267,0.653,0.647,9,-7.279,0,0.42,0.453,1.06e-06,0.267,0.598,79.824,208000,4
Thomas Oliver,Jurassic Park Theme,spotify:track:5c6C6p5t6MvgpCHQ6bFcNe,8590,0.449,0.189,3,-12.331,1,0.0366,0.9,0.848,0.0992,0.169,96.375,346773,4
Helena Munktell,I Firenze: I. Overture,spotify:track:3CdVw2ei3foa3ELJtWjTfy,191194,0.327,0.0218,2,-27.138,1,0.0547,0.924,0.00451,0.258,0.147,113.168,230627,4
"The Last Artful, Dodgr",Better Safe Than Social,spotify:track:4HtZEGVvgnOJfbF4QEeIiN,303500,0.73,0.595,9,-8.956,1,0.0392,0.21,0.00433,0.105,0.319,119.974,303429,4
Bruno Mars,Silk Sonic Intro,spotify:track:7LK0IWXe2Yd0JGgSjJThex,3800,0.696,0.553,1,-8.702,1,0.0759,0.097,3.91e-06,0.617,0.674,114.993,63060,4
Empire of the Sun,Walking On A Dream,spotify:track:5r5cp9IpziiIsR6b93vcnQ,207637,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4
REASON,Show Stop,spotify:track:4o7sl87Ock4SGA8b3gRR2l,180811,0.751,0.725,8,-4.495,1,0.0397,0.0755,0.00102,0.12,0.544,129.977,179233,4
Chymes,GITY,spotify:track:6jAOI7Cb2uzTZ0M0AUv3RX,171298,0.46,0.439,0,-9.652,1,0.0781,0.143,0.000268,0.111,0.698,81.65,171299,4
Shakey Graves,Late July - Audiotree Live Version,spotify:track:5wDkzGnw8nsQUbgMryKWBl,3414881,0.501,0.458,1,-10.32,1,0.0944,0.229,2.67e-06,0.19,0.185,125.637,363143,4
dev soter,Brainlesss,spotify:track:5FEEgaUJVuUvvnWIDXa72d,119625,0.688,0.576,7,-8.153,1,0.0341,0.118,1.5e-06,0.18,0.659,89.976,119625,4
The Weeknd,Blinding Lights - Major Lazer Remix,spotify:track:68kQQv6idXUcXIf1n59Y3i,606128,0.682,0.725,0,-4.959,0,0.111,0.359,0.000316,0.571,0.679,112.24,197961,5
Woodkid,Guns for Hire (from the series Arcane League of Legends),spotify:track:46ywPN36eLaRjQddouF83h,455110,0.266,0.298,3,-7.583,0,0.0293,0.29,0.0,0.117,0.104,140.119,226460,4
Frank Ocean,Pink Matter,spotify:track:1fOkmYW3ZFkkjIdOZSf596,1453762,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,268813,3
Creedence Clearwater Revival,Bad Moon Rising,spotify:track:20OFwXhEXf12DzwXmaV7fj,909257,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
Michael Jackson,Smooth Criminal - 2012 Remaster,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,1576285,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,257760,4
Shovels & Rope,Collateral Damage,spotify:track:5dzfB8cv7IYfOm7nZk3wv2,485122,0.539,0.462,0,-7.705,1,0.0299,0.0029,0.0,0.152,0.185,75.021,242562,4
Jerry Garcia,Dear Prudence - Bonus Track,spotify:track:0qM3nj7b36EtasNKk80nLE,1635246,0.77,0.383,5,-9.338,1,0.0355,0.304,0.00292,0.0652,0.568,75.91,355853,4
The Dreadnoughts,The Cruel Wars,spotify:track:6BadR8UdEijDv01ZafyO62,6741,0.83,0.482,3,-9.063,1,0.202,0.767,0.0,0.131,0.741,104.717,187755,4
Jimi Hendrix,Cherokee Mist,spotify:track:48F4GPGfHMgo288Hz4RrWX,546815,0.442,0.301,8,-13.473,1,0.048,0.329,0.746,0.102,0.161,108.586,421000,4
Ruel,Not Thinkin' Bout You,spotify:track:2awExtNBABpwOFC78XViJd,390555,0.66,0.357,10,-8.55,0,0.0594,0.267,0.0,0.0857,0.518,119.835,188387,4
Kendrick Lamar,These Walls,spotify:track:7uWVT3UkCAZyANvv0bdyQn,1357301,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,300973,4
Childish Major,Money Power Respect,spotify:track:07T3NK4wcRlMxq2jf3QyWk,148608,0.743,0.528,2,-6.649,1,0.194,0.167,3.29e-06,0.12,0.472,84.499,148608,4
Yelawolf,Jump Out The Window,spotify:track:7ymntzkTCP4hq3PjTMmnbU,249879,0.623,0.914,2,-6.447,1,0.0566,0.013,0.000148,0.0781,0.591,118.033,249879,4
Harper Minta,WITH MY CREW,spotify:track:7yxvK3rWmBRuoyCkvWiqdl,423272,0.8,0.565,6,-7.892,0,0.0389,0.363,0.0282,0.0832,0.855,109.963,211636,4
Bekon,America,spotify:track:6xEO56fFPkoAy8WMFxmH2w,451064,0.462,0.361,1,-11.98,0,0.0255,0.348,0.0039,0.174,0.333,82.997,213565,4
Lauv,Billy,spotify:track:5N6lOKp69X4aa61FGvoBTU,586049,0.785,0.324,2,-8.75,1,0.369,0.0455,0.0,0.088,0.427,176.808,180293,3
Aaron Copland,Rodeo: II. Corral Nocturne,spotify:track:6dyXeg9ss1cqgKLTdZsREO,464,0.0964,0.0338,0,-26.582,1,0.0436,0.963,0.913,0.0912,0.0379,78.909,226787,4
Parcels,Somethinggreater - Gaspard Augé & Victor Le Masne Remix,spotify:track:58N177UE0dL8pb3hyLkELb,232506,0.541,0.758,1,-7.251,0,0.0945,0.00911,0.0,0.382,0.399,116.984,232507,4
Joesef,I Wonder Why,spotify:track:5Jwh9paNfKbgeVxVv5cCQp,199717,0.619,0.654,0,-8.541,0,0.0425,0.209,0.00332,0.0604,0.726,80.0,228348,4
Mt. Joy,Evergreen,spotify:track:2bUyKAHjQ58o6gQNh5uyf1,171240,0.403,0.882,7,-7.265,1,0.119,0.326,0.00101,0.298,0.503,161.09,171240,4
AVA NOVA,Ramen,spotify:track:0Ylp8b3OF5dWmdq735quxx,584295,0.759,0.464,6,-6.185,0,0.0302,0.582,6.21e-05,0.326,0.567,91.003,194766,4
Denzel Curry,The Smell Of Death,spotify:track:5RJBFEnpXIAgpInGazKb1F,80826,0.453,0.724,2,-9.848,1,0.182,0.187,0.0,0.4,0.316,86.987,80827,4
Miki Fiki,Chaos,spotify:track:4b3Fqu6RGfsxgSY6nTq0o3,559629,0.707,0.75,1,-9.425,0,0.0499,0.0339,0.00839,0.0974,0.439,99.044,165455,4
The 1975,Tonight (I Wish I Was Your Boy),spotify:track:7DmTaJoM7L020qm3egqNsM,378440,0.478,0.456,7,-6.844,1,0.0529,0.122,1.98e-05,0.214,0.268,171.9,247265,4
HARBOUR,Easy,spotify:track:02St5Fj6bBEWy2HlGmrtJC,296618,0.472,0.673,4,-7.671,1,0.0502,0.00814,0.0,0.574,0.517,110.06,296618,4
Tim k,Lucid love,spotify:track:1IyRoNLRkULJdwDhnGQA2L,59380,0.658,0.657,5,-5.745,0,0.0404,0.324,0.00778,0.618,0.585,89.998,237296,4
